"81 SoCG Annual ACM Symposium on Computational Geometry","B4"
"82 ACSAC Annual Computer Security Applications Conference","A2"
"83 ASIS&T Annual Conference of the American Society for Information Science and Technology","B3"
"84 CogSci Annual Conference of the Cognitive Science Society","B2"
"85 EAMT Annual Conference of the European Association for Machine Translation","B2"
"86 IECON Annual Conference of the IEEE Industrial Electronics Society","B1"
"87 IAIM Annual Conference of the International Academy for Information Management","B4"
"88 COLT Annual Conference on Computational Learning Theory","B2"
"89 CSL Annual Conference on Computer Science Logic","B1"
"90 EP Annual Conference on Evolutionary Programming","B5"
"91 ITiCSE Annual Conference on Integrating Technology into Computer Science Education","B2"
"92 MOPTA Annual Conference on Modeling and Optimization: Theory and Applications","B5"
"93 IAW Annual IEEE Information Assurance Workshop","B4"
"94 ECBS Annual IEEE International Conference and Workshop on the Engineering of Computer Based Systems","B2"
"95 PerCom Annual IEEE International Conference on Pervasive Computing and Communications","A2"
"96 SIGIR Annual International ACM SIGIR Conference on Research & Development in Information Retrieval","A1"
"97 COMPSAC Annual International Computer Software and Applications Conference","B1"
"98 CASCON Annual International Conference on Computer Science and Software Engineering","B3"
"99 RECOMB Annual International Conference on Research in Computational Molecular Biology","B2"
"100 CRYPTO Annual International Cryptology Conference","A1"
"101 INFOCOM Annual Joint Conference of the IEEE Computer and Communications Societies","A1"
"102 MMVR Annual Medicine Meets Virtual Reality Conference","B3"
"103 ANSS Annual Simulation Symposium","B2"
"104 SEW Annual Software Engineering Workshop","B4"
"105 CPM Annual Symposium on Combinatorial Pattern Matching","B3"
"106 AIA Artificial Intelligence and Applications Conference","B5"
"107 AIIDE Artificial Intelligence and Interactive Digital Entertainment","B3"
"108 ASE Automated Software Engineering Conference","A2"
"109 CIDR Biennial Conference on Innovative Data Systems Research","B1"
"110 NyirCrypt Central European Conference on Cryptography","B4"
"111 CLUSTER Cluster Computing Conference","B5"
"112 CollECTeR Collaborative Electronic Commerce Technology and Research","B3"
"113 SIROCCO Colloquium on Structural Information and Communication Complexity","B3"
"114 CITB Complexity and Info-Theoretic Approaches to Biology Conference","B4"
"115 CiE Computability in Europe Conference","B5"
"116 CTAC Computational Techniques and Applications Conference","B3"
"117 CASA Computer Animation and Social Agents","B2"
"118 CGI Computer Graphics International Conference","B4"
"119 CATE Computers and Advanced Technology in Education","B3"
"120 CSCL Conference in Computer Supported Collaborative Learning","B1"
"121 UAI Conference in Uncertainty in Artifical Intelligence","B1"
"122 EACL Conference of the European Chapter of the Association for Computational Linguistics","B1"
"123 ARVLSI Conference on Advanced Research in VLSI","B3"
"124 CAIA Conference on Artificial Intelligence for Applications","B5"
"125 AIME Conference on Artificial Intelligence in Medicine in Europe","B3"
"126 AIPS Conference on Artificial Intelligence Planning Systems","B1"
"127 ALIO/EURO Conference on Combinatorial Optimization","B4"
"128 CHARME Conference on Correct Hardware Design and Verification Methods","B2"
"129 EMNLP Conference on Empirical Methods in Natural Language Processing","A2"
"130 CHI Conference on Human Factors in Computing Systems","B2"
"131 IAAI Conference on Innovative Applications in Artificial Intelligence","B1"
"132 IPCO Conference on Integer Programming and Combinatorial Optimization","B2"
"133 CICLING Conference on Intelligent Text Processing and Computational Linguistics","B2"
"134 ITSC Conference on Intelligent Transportation Systems","B3"
"135 CoNLL Conference on Natural Language Learning","B1"
"136 CSEE&T Conference on Software Engineering Education and Training","B2"
"137 CSM Conference on Software Maintenance","B4"
"138 COSIT Conference on Spatial Information Theory","B2"
"139 CONQUEST Conquest International Conference on Quality Engineering in Software Technology","B5"
"140 CL Corpus Linguistics Conference","B3"
"141 CC Creativity and Cognition Conference","B4"
"142 CLEF Cross Language Evaluation Forum Workshop","B1"
"143 DCC Data Compression Conference","A2"
"144 DCCS Dependable Computing and Communications Symposium","B4"
"145 DAC Design Automation Conference","A1"
"146 DASD Design_ Analysis_ and Simulation of Distributed Systems Symposium","B4"
"147 DATE Design_ Automation and Test in Europe Conference and Exhibition","B1"
"148 DIS Designing Interative Systems Conference","B5"
"149 DIGRA Digital Games Research Conference","B2"
"150 DGCI Digital Geometry for Computer Imagery","B3"
"151 DAARC Discourse Anaphora and Anaphor Resolution Colloquium","B3"
"152 DUC Document Understanding Conference","B2"
"153 DSL Domain-Specific Languages for Software Engineering Conference","B4"
"154 ROBIO EEE International Conference on Robotics and Biomimetics","B3"
"155 SLS Engineering Stochastic Local Search Algorithms","B5"
"156 CSCLP ERCIM Annual Workshop on Constraint Solving and Contraint Logic Programming","B4"
"157 EATIS Euro American Conference on Telematics and Information Systems","B4"
"158 EUROGRAPHICS Eurographics Annual Conference of the European Association for Computer Graphics","A1"
"159 SGP Eurographics Symposium on Geometry Processing","B3"
"160 EGSR Eurographics Symposium on Rendering","B1"
"161 SBM Eurographics Workshop on Sketch-Based Interfaces and Modeling","B3"
"162 EGVE Eurographics Workshop on Virtual Environments","B3"
"163 EuroVis Eurographics/IEEE-VGTC Symposium on Visualization","B2"
"164 DSD EUROMICRO Conference on Digital System Design","B3"
"165 ECRTS Euromicro Conference on Real-Time Systems","B2"
"166 PDP Euromicro International Conference on Parallel_ Distributed and network-based Processing","B2"
"167 ECAI European Conference on Artificial Intelligence","A2"
"168 ECAIM European Conference on Artificial Intelligence in Medicine","B4"
"169 ECCTD European Conference on Circuit Theory and Design","B3"
"170 EUROCOMB European Conference on Combinatorics_ Graph Theory and Applications","B4"
"171 ECCB European Conference on Computational Biology","B3"
"172 EuroCOLT European Conference on Computational Learning Theory","B4"
"173 ECSCW European Conference on Computer Supported Cooperative Work","B2"
"174 ECCV European Conference on Computer Vision","A1"
"175 EvoCOP European Conference on Evolutionary Computation in Combinatorial Optimization","B3"
"176 EuroGP European Conference on Genetic Programming","B1"
"177 ECIR European Conference on Information Retrieval","B2"
"178 ECIS European Conference on Information Systems","B1"
"179 EKM European Conference on Knowledge Management","B3"
"180 JELIA European Conference on Logics in Artificial Intelligence","B2"
"181 ECML European Conference on Machine Learning","B1"
"182 ECMDA European Conference on Model Driven Architecture Foundations and Applications","B3"
"183 ECOOP European Conference on Object-oriented Programming","A1"
"184 EURO European Conference on Operational Research","B4"
"185 Euro-Par European Conference on Parallel Computing","A2"
"186 PKDD European Conference on Principles and Practice of Knowledge Discovery in Databases","B1"
"187 ECDL European Conference on Research and Advanced Technology for Digital Libraries","B1"
"188 ECSA European Conference on Software Architecture","B3"
"189 CSMR European Conference on Software Maintenance and Reengineering","A2"
"190 EuroSPI European Conference on Software Process Improvement","B3"
"191 ECSQARU European Conference on Symbolic and Quantitative Approaches to Reasoning with Uncertainty","B2"
"192 EWSN European conference on Wireless Sensor Networks","B2"
"193 ECC European Control Conference","B1"
"194 EDCC European Dependable Computing Conference","B2"
"195 GAME-ON European GAME-ON Conference","B2"
"196 EGC European Grid Conference","B3"
"197 EuroITV European Interactive TV Conference","B3"
"198 ETAPS European Joint Conferences on Theory and Practice of Software","B3"
"199 EuroPVM/MPI European PVM/MPI Users Group International Conference","B2"
"200 ESWC European Semantic Web Conference","B1"
"201 EUSIPCO European Signal Processing Conference","B2"
"202 ESM European Simulation Multiconference","B2"
"203 ESS European Simulation Symposium","B2"
"204 ESEC/FSE European Software Engineering Conference and the ACM SIGSOFT Symposium on the Foundations of Software Engineering","B3"
"205 ESSCIRC European Solid-State Circuits Conference","B1"
"206 ESSDERC European Solid-State Device Research Conference","B2"
"207 ALAMAS European Symposium on Adaptive Learning Agents and Multi-Agent Systems","B4"
"208 ESA European Symposium on Algorithms","B1"
"209 ESANN European Symposium on Artificial Neural Networks","B1"
"210 ESOP European Symposium on Programming (ETAPS)","B1"
"211 ESORICS European Symposium on Research in Computer Security","B1"
"212 EuroBot European Workshop on Advanced Mobile Robots","B2"
"213 EUMAS European Workshop on Multi-Agent Systems","B3"
"214 ENLG European Workshop on Natural Language Generation","B3"
"215 ESELAW Experimental Software Engineering Latin American Workshop","B4"
"216 EMMSAD Exploring Modelling Methods in Systems Analysis and Design","B3"
"217 FSE Fast Software Encryption Workshop","B1"
"218 FM Formal Methods Conference","B1"
"219 FTRTFT Formal Techniques in Real-Time and Fault Tolerant Systems","B3"
"220 FDL Forum on Specification and Design Languages","B2"
"221 FOAL Foundations of Aspect-Oriented Languages Workshop","B2"
"222 FOSSACS Foundations of Software Science and Computation Structures Conference","B1"
"223 FIE Frontiers in Education Conference","B1"
"224 FASE Fundamental Approaches to Software Engineering","B1"
"225 GDC Game Developers Conference","B2"
"226 SCAN GAMM / IMACS International Symposion on Scientific Computing_ Computer Arithmetic and Validated Numerics","B5"
"227 GECCO Genetic and Evolutionary Computation Conference","A1"
"228 GMP Geometry Modeling and Processing Conference","B5"
"229 DIMVA GI International Conference on Detection of Intrusions and Malware and Vulnerability Asessment","B4"
"230 HASKELL Haskell Workshop","B1"
"231 HIC Health Informatics Conference","B3"
"232 HLT Human Language Technology Conference","A2"
"233 AC IADIS International Conference on Applied Computing","B3"
"234 WWW/Internet IADIS International Conference WWW/Internet","B2"
"235 MLDM IAPR International Conference on Machine Learning and Data Mining","B4"
"236 ANNPR IAPR International Workshop on Artificial Neural Networks in Pattern","B4"
"237 GREC IAPR International Workshop on Graphics Recognition","B2"
"238 MVA IAPR International Workshop on Machine Vision Applications","B3"
"239 IBERAMIA Ibero-American Artificial Intelligence Conference","B2"
"240 CIARP Iberoamerican Congress on Pattern Recognition","B3"
"241 IDEAS Iberoamerican Workshop on Requirements Engineering and Software Environments","B2"
"242 COMSWARE ICST International Conference on COMmunication System software and MiddlewaRE","B3"
"243 CCW IEEE Annual Computer Communications Workshop","B2"
"244 MWC IEEE CAS Symposium on Emerging Technologies_ Frontiers of Mobile and Wireless Communication","B5"
"245 CSB IEEE Computational Systems Bioinformatics Conference","B1"
"246 CSFW IEEE Computer Security Foundations Workshop","A1"
"247 ISVLSI IEEE Computer Society Annual Symposium on VLSI","B4"
"248 MMBIA IEEE Computer Society Workshops on Mathematical Methods in Biomedical Image Analysis","B3"
"249 CASE IEEE Conference on Automation Science and Engineering","B4"
"250 CCC IEEE Conference on Computational Complexity","B1"
"251 CVPR IEEE Conference on Computer Vision and Pattern Recognition","A1"
"252 CDC IEEE Conference on Decision and Control","B1"
"253 CEC2 IEEE Conference on Electronic Commerce Technology","B2"
"254 IDC IEEE Conference on Information_ Decision and Control","B2"
"255 IEEEIS IEEE Conference On Intelligent Systems","B4"
"256 LCN IEEE Conference on Local Computer Networks","A2"
"257 SECON IEEE Conference on Sensor_ Mesh and Ad Hoc Communications and Networks","B2"
"258 CEC IEEE Congress on Evolutionary Computation","A1"
"259 CCNC IEEE Consumer Communications and Networking Conference","B2"
"260 CICC IEEE Custom Integrated Circuits Conference","B1"
"261 ECOWS IEEE European Conference on Web Services","B3"
"262 ETS IEEE European Test Symposium","B3"
"263 GLOBECOM IEEE Global Telecommunications Conference","B2"
"264 HCS IEEE Hot Chips Symposium","B4"
"265 MMAR IEEE IFAC International Conference on Methods and Models in Automation and Robotics","B3"
"266 IAS IEEE Industry Applications Society Annual Conference","A2"
"267 ICASSP IEEE International Conference on Acoustics_ Speech and SP","B2"
"268 ICALT IEEE International Conference on Advanced Learning Technologies","B2"
"269 ASAP IEEE International Conference on Application-specific Systems_ Architectures and Processors","B2"
"270 ICAC IEEE International Conference on Autonomic Computing","B2"
"271 ICCI IEEE International Conference on Cognitive Informatics","B3"
"272 ICC IEEE International Conference on Communications","B1"
"273 CIMSA IEEE International Conference on Computational Intelligence for Measurement Systems and Applications","B3"
"274 ICCL IEEE International Conference on Computer Languages","B4"
"275 ICCV IEEE International Conference on Computer Vision","A1"
"276 CCA IEEE International Conference on Control Applications","B2"
"277 ICCBSS IEEE International Conference on COTS-Based Software Systems","B3"
"278 ICDE IEEE International Conference on Data Engineering","A2"
"279 ICDM IEEE International Conference on Data Mining","A2"
"280 ICDCN IEEE International Conference on Distributed Computing and Networking","B4"
"281 ICDCS IEEE International Conference on Distributed Computing Systems","B1"
"282 ICDAR IEEE International Conference on Document Analysis and Recognition","B1"
"283 eScience IEEE International Conference on e-science and Grid Computing","B3"
"284 EEE IEEE International Conference on e-Technology_ e-Commerce and e- Service","B5"
"285 ICECS IEEE International Conference on Electronics_ Circuits and Systems","B1"
"286 ETFA IEEE International Conference on Emerging Technologies and Factory Automation","B2"
"287 ICECCS IEEE International Conference on Engineering of Complex Computer Systems","B2"
"288 FUZZ IEEE International Conference on Fuzzy Systems","A2"
"289 ICIP IEEE International Conference on Image Processing","A2"
"290 INDIN IEEE International Conference on Industrial Informatics","B2"
"291 ICIT IEEE International Conference on Industrial Technology","B2"
"292 IRI IEEE International Conference on Information Reuse and Integration","B2"
"293 IPS IEEE International Conference on Intelligent Processing Systems","B5"
"294 MASS IEEE International Conference on Mobile Ad-hoc and Sensor Systems","B5"
"295 ICME IEEE International Conference on Multimedia and Expo","A1"
"296 ICMCS IEEE International Conference on Multimedia Computing and Systems","B2"
"297 MME IEEE International Conference on Multimedia in Education","B5"
"298 ICNP IEEE International Conference on Network Protocols","A2"
"299 ICON IEEE International Conference on Networks","B2"
"300 ICPC IEEE International Conference on Program Comprehension","A2"
"301 ICRA IEEE International Conference on Robotics and Automation","A1"
"302 ICSC IEEE International Conference on Semantic Computing","B3"
"303 SCC IEEE International Conference on Services Computing","B2"
"304 SMI IEEE International Conference on Shape Modeling and Applications","B2"
"305 SEFM IEEE International Conference on Software Engineering and Formal Methods","B2"
"306 ICSM IEEE International Conference on Software Maintenance","A2"
"307 ICSR IEEE International Conference on Software Reuse","B3"
"308 SMC IEEE International Conference on Systems_ Man_ and Cybernetics","B1"
"309 ICTAI IEEE International Conference on Tools with Artificial Intelligence","B1"
"310 VECIMS IEEE International Conference on Virtual Environments_ Human- Computer Interfaces and Measurement Systems","B4"
"311 ICWS IEEE International Conference on Web Services","B1"
"312 EDOC IEEE International Enterprise Computing Conference","A2"
"313 EDOCW IEEE International Enterprise Distributed Object Computing Conference Workshops","B4"
"314 IGARSS IEEE International Geoscience and Remote Sensing Symposium","A2"
"315 GIIS IEEE International Global Information Infrastructure Symposium","B4"
"316 HLDVT IEEE International High Level Design Validation and Test Workshop","B2"
"317 IJCNN IEEE International Joint Conference on Neural Networks","A2"
"318 MWSCAS IEEE International Midwest Symposium on Circuits and Systems","B2"
"319 IOLTS IEEE International On-Line Testing Symposium","B2"
"320 IPDPS IEEE International Parallel and Distributed Processing Symposium","A2"
"321 IPCCC IEEE International Performance Computing and Communications Conference","B1"
"322 RE IEEE International Requirements Engineering Conference","B4"
"323 SOCC IEEE International SOC Conference","B1"
"324 METRICS IEEE International Software Metrics Symposium","B1"
"325 ISSCC IEEE International Solid-State Circuits Conference","B1"
"326 ISSADS IEEE International Symposium and School on Advance Distributed Systems","B4"
"327 WoWMoM IEEE International Symposium on a World of Wireless_ Mobile and Multimedia Networks","B2"
"328 ISAM IEEE International Symposium on Assembly and Manufacturing","B4"
"329 BIBE IEEE International Symposium on Bioinformatics and Bioengineering","B2"
"330 ISBI IEEE International Symposium on Biomedical Imaging: From Nano to Macro","B3"
"331 ISCAS IEEE International Symposium on Circuits and Systems","A2"
"332 CIRA IEEE International Symposium on Computational Intelligence in Robotics and Automation","B2"
"333 DS-RT IEEE International Symposium on Distributed Simulation and Real Time Applications","B2"
"334 HASE IEEE International Symposium on High Assurance Systems Engineering","B2"
"335 HPDC IEEE International Symposium on High Performance Distributed Computing","A2"
"336 SInT IEEE International Symposium on Information Theory","B2"
"337 ISITA IEEE International Symposium on Information Theory and Its Applications","B3"
"338 ISIC IEEE International Symposium on Intelligent Control","B2"
"339 ISIC IEEE International Symposium on Intelligent Control","B2"
"340 MASCOTS IEEE International Symposium on Modeling_ Analysis and Simulation of Computer and Telecommunication Systems","B2"
"341 ISM IEEE International Symposium on Multimedia","B3"
"342 NCA IEEE International Symposium on Network Computing and Applications","B2"
"343 ISORC IEEE International Symposium on Object-Oriented Real-Time Distributed Computing","B1"
"344 ISPASS IEEE International Symposium on Performance Analysis of Systems and Software","B1"
"345 PIMRC IEEE International Symposium on Personal and Indoor Mobile Radio Conference","A2"
"346 ISQED IEEE International Symposium on Quality Electronic Design","B1"
"347 SRDS IEEE International Symposium on Reliable Distributed Systems","B2"
"348 ISRE IEEE International Symposium on Requirements Engineering","B3"
"349 RO-MAN IEEE International Symposium on Robot and Human Interactive Communication","B2"
"350 SSNDS IEEE International Symposium on Security in Networks and Distributed Systems","B5"
"351 ISSPA IEEE International Symposium on Signal Processing and its Applications","B2"
"352 ISSRE IEEE International Symposium on Software Reliability Engineering","B1"
"353 ISWC IEEE International Symposium on Wearable Computing","B5"
"354 IWCC IEEE International Workshop on Cluster Computing","B4"
"355 DISRA IEEE International Workshop on Distributed Intelligent Simulation and Real-Time Applications","B5"
"356 IPOM IEEE International Workshop on IP Operations and Management","B2"
"357 MLSP IEEE International Workshop on Machine Learning for Signal Processing","B3"
"358 WORDS IEEE International Workshop on Object-Oriented Real-Time Dependable Systems","B2"
"359 POLICY IEEE International Workshop on Policies for Distributed Systems and Networks","A2"
"360 WETICE IEEE International Workshops on Enabling Technologies: Infrastructure for Collaborative Enterprises","B1"
"361 LATW IEEE Latin American Test Workshop","B3"
"362 MSC IEEE Multi-conference on Systems and Control","B5"
"363 RTAS IEEE Real-Time and Embedded Technology and Applications Symposium","B2"
"364 DYSPAN IEEE Symposioum on New Frontiers in Dynamic Spectrum Access Networks","B1"
"365 3DUI IEEE Symposium on 3D User Interfaces","B3"
"366 CIG IEEE Symposium on Computacional Intelligence and Games","B5"
"367 CIDM IEEE Symposium on Computational Intelligence and Data Mining","B4"
"368 CIBCB IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology","B3"
"369 CBMS IEEE Symposium on Computer-Based Medical Systems","B2"
"370 ISCC IEEE Symposium on Computers and Communications","B1"
"371 FCCM IEEE Symposium on Field-Programmable Custom Computing Machines","A2"
"372 FOCI IEEE Symposium on Foundations of Computational Intelligence","B4"
"373 FOCS IEEE Symposium on Foundations of Computer Science","A2"
"374 IEEEIT IEEE Symposium on Information Theory","B4"
"375 InfoVis IEEE Symposium on Information Visualization","A2"
"376 LICS IEEE Symposium on Logic in Computer Science","B1"
"377 SECPRIV IEEE Symposium on Security and Privacy","A2"
"378 VL/HCC IEEE Symposium on Visual Languages and Human-Centric Computing","B2"
"379 VTC IEEE Vehicular Technology Conference","B2"
"380 VR IEEE Virtual Reality Conference","B2"
"381 Vis IEEE Visualization Conference","B4"
"382 VTS IEEE VLSI Test Symposium","B2"
"383 WCNC IEEE Wireless and Communications and Networking Conference","A1"
"384 WCRE IEEE Working Conference on Reverse Engineering","B2"
"385 WACV IEEE Workshop on Applications of Computer Vision","B1"
"386 CAMAD IEEE Workshop on Computer-Aided Modeling_ Analysis and Design of Communication Links and Networks","B4"
"387 DDECS IEEE Workshop on Design and Diagnostics of Electronic Circuits and Systems","B3"
"388 ESTIMedia IEEE Workshop on Embedded Systems for Real-Time Multimedia","B3"
"389 FAABS IEEE Workshop on Formal Approaches to Agent-Based Systems","B2"
"390 LANMAN IEEE Workshop on Local and Metropolitan Area Networks","B2"
"391 SCW IEEE Workshop on Speech Coding","B2"
"392 WCCI IEEE World Congress on Computational Intelligence","B3"
"393 ROBOCOMM IEEE- International Conference on Robot Communication and Coordination","B4"
"394 Humanoids IEEE- RAS International Conference on Humanoids Robots","B2"
"395 ICIS IEEE/ACIS International Conference on Computer and Information","B4"
"396 GRID IEEE/ACM International Conference on Grid Computing","A1"
"397 HRI IEEE/ACM International Conference on Human Robot Interaction","B4"
"398 CCGrid IEEE/ACM International Symposium on Cluster Computing and the Grid","A2"
"399 PBG IEEE/Eurographics Symposium on Point-Based Graphics","B2"
"400 BASYS IEEE/IFIP International Conference on Information Technology for Balanced Automation Systems","B5"
"401 NOMS IEEE/IFIP Network Operations and Management Symposium","A2"
"402 E2EMON IEEE/IFIP Workshop on End-to-End Monitoring Techniques and Services","B3"
"403 IROS IEEE/RJS International Conference on Intelligent Robots and Systems","A2"
"404 WI IEEE/WIC/ACM International Conference on Web Intelligence","B4"
"405 SSC IFAC Conference on System Structure and Control","B5"
"406 SAFEProcess IFAC Symposioum on Fault Detection_ Supervision and Safety of Technical Processes","B2"
"407 IMS IFAC Workshop on Intelligent Manufacturing Systems","B4"
"408 IFIP AI IFIP Artificial Intelligence","B4"
"409 I3E IFIP Conference on e-Commerce_ e-Business_ and e-Government","B4"
"410 AIAI IFIP International Conference on Artificial Intelligence Applications and Innovations","B3"
"411 BC IFIP International Conference on Broadband Communications","B3"
"412 DSS IFIP International Conference on Decision Support Systems","B4"
"413 DAIS IFIP International Conference on Distributed Applications and Interoperable Systems","B2"
"414 EUC IFIP International Conference on Embedded and Ubiquitous Computing","B3"
"415 ICEC IFIP International Conference on Entertainment Computing","B3"
"416 NPC IFIP International Conference on Network and Parallel Computing","B4"
"417 Net-Con IFIP International Conference on Network Control and Engineering for QoS_ Security and Mobility","B4"
"418 Networking IFIP International Conference on Networking","B1"
"419 ODP IFIP International Conference on Open Distributed Processing","B2"
"420 PWC IFIP International Conference on Personal Wireless Communications","B3"
"421 TestCom IFIP International Conference on Testing Communicating Systems","B3"
"422 TCS IFIP International Conference on Theoetical Computer Science","B3"
"423 VLSI-SOC IFIP International Conference on Very Large Scale Integration","B3"
"424 SEC IFIP International Information Security Conference","B3"
"425 INTERACT IFIP TC13 International Conference on Human-Computer Interaction","B2"
"426 FORTE IFIP WG 6.1 International Conference on Formal Methods for Networked and Distributed Systems","B2"
"427 PERFOMANCE IFIP WG 7.3 International Symposium on Computer Performance_ Modeling_ Measurements_ and Evaluation","B5"
"428 DIPES IFIP Working Conference on Distributed and Parallel Embedded Systems","B4"
"429 EHCI-DSVIS IFIP Working Conference on Engineering for Human-Computer Interaction","B2"
"430 WCCE IFIP World Conference on Computers in Education","B4"
"431 MMNS IFIP/IEEE Conference on Management of Multimedia Networks and Services","B3"
"432 DSOM IFIP/IEEE International Workshop on Distributed Systems: Operations and Management","B3"
"433 IM IFIP/IEEE Symposium on Integrated Management","B4"
"434 IVCNZ Image and Vision Computing Conference","B3"
"435 IH Information Hiding Workshop","B1"
"436 IIWAS Information Integration and Web-based Applications and Services","B3"
"437 ISC Information Security Conference","B3"
"438 ISW Information Security Workshop","B2"
"439 ISECON Information Systems Education Conference","B3"
"440 InSITE Informing Science and IT Education Conference","B4"
"441 ISCRAM Intelligent Human Computer Systems for Crisis Response and Management","B3"
"442 ISMB Intelligent Systems in Molecular Biology","B3"
"443 IV Intelligent Vehicles Conference","B5"
"444 WAIM Interational Conference on Web Age Information Management","B3"
